Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
Universal,ALL,U-116,safeDriving,What is the best way to handle an aggressive driver?,Challenge them by speeding up,Avoid eye contact do not respond and let them pass,Honk and flash your lights at them,Follow them closely,B,1,When encountering an aggressive driver avoid eye contact do not respond to their behavior and safely let them pass or distance yourself.
Universal,ALL,U-117,safeDriving,How does fatigue affect your driving?,It has no effect if you are experienced,It slows reaction time and impairs judgment similar to alcohol,It only affects older drivers,It makes you drive more carefully,B,1,Fatigue slows reaction time impairs judgment and can be as dangerous as driving under the influence. Pull over and rest if drowsy.
Universal,ALL,U-118,safeDriving,What should you do if you feel drowsy while driving?,Turn up the radio,Open the window for fresh air,Pull over to a safe location and rest,Drink coffee while driving,C,2,If you feel drowsy pull off the road to a safe location and rest. Temporary fixes like coffee or radio do not prevent drowsy driving crashes.
Universal,ALL,U-119,safeDriving,When is the road most slippery during rain?,After it has rained for several hours,During the first few minutes of rain,Only during heavy downpours,Roads are equally slippery throughout rain,B,1,Roads are most slippery during the first few minutes of rain when water mixes with oil and dirt on the surface before it washes away.
Universal,ALL,U-120,safeDriving,What should you do when driving in heavy rain?,Use your hazard lights while driving,Reduce speed and increase following distance,Drive at the speed limit to maintain traffic flow,Turn on high-beam headlights,B,1,In heavy rain slow down and increase following distance. Use low-beam headlights. Do not use hazard lights while driving.
Universal,ALL,U-121,safeDriving,How can you reduce the risk of a collision when following a large truck?,Follow closely so the truck driver can see you,Allow extra following distance because you cannot see ahead,Flash your lights to alert the driver,Drive in the trucks blind spots,B,1,When following large trucks increase following distance because you cannot see the road ahead. Trucks also need more distance to stop.
Universal,ALL,U-122,safeDriving,Why should you avoid driving in a large trucks blind spots?,The truck might change lanes into you without seeing you,Trucks always drive faster,It uses more fuel,Trucks have the right-of-way,A,0,Large trucks have large blind spots on the sides and rear. If you cannot see the trucks mirrors the driver cannot see you.
Universal,ALL,U-123,safeDriving,What should you do when a large truck is passing you?,Speed up to make the pass shorter,Maintain your speed or slow slightly and stay in your lane,Move to the left side of your lane,Brake suddenly,B,1,When a truck is passing you maintain your speed or slow slightly. Stay in your lane and give the truck room to complete the pass.
Universal,ALL,U-124,safeDriving,What is the best way to share the road safely with motorcycles?,Follow closely to see around them,Allow motorcycles a full lane and increase following distance,Honk to alert them of your presence,Share a lane with them,B,1,Give motorcycles a full lane and increase following distance. Motorcycles can stop quickly and road hazards affect them more than cars.
Universal,ALL,U-125,safeDriving,What should you watch for when driving near parked cars?,Nothing special,Pedestrians stepping out and car doors opening,Motorcycles passing between lanes,Large trucks turning,B,1,Near parked cars watch for pedestrians stepping out between vehicles and car doors opening into traffic.
Universal,ALL,U-126,specialSituations,What must you do when you see a school bus with flashing red lights?,Slow down and pass carefully,Stop and remain stopped until the lights stop flashing,Stop only if children are visible,Proceed at 15 mph,B,1,When a school bus displays flashing red lights you must stop and remain stopped until the lights stop flashing regardless of which direction you are traveling.
Universal,ALL,U-127,specialSituations,When can you pass a stopped school bus with flashing red lights?,When on the opposite side of a divided highway with a barrier,When no children are visible,After waiting 10 seconds,When the bus driver waves you on,A,0,You do not need to stop for a school bus on the opposite side of a divided highway with a physical barrier. Otherwise you must stop.
Universal,ALL,U-128,specialSituations,What should you do when you hear a siren or see flashing lights from an emergency vehicle?,Speed up to get out of the way,Pull to the right edge of the road and stop,Stop immediately wherever you are,Continue at your current speed,B,1,When an emergency vehicle approaches pull to the right side of the road and stop until it passes. Clear any intersection before stopping.
Universal,ALL,U-129,specialSituations,If an emergency vehicle is approaching while you are in an intersection what should you do?,Stop immediately in the intersection,Clear the intersection then pull to the right and stop,Make a quick U-turn,Speed through the intersection,B,1,If you are in an intersection when an emergency vehicle approaches continue through and clear the intersection then pull to the right and stop.
Universal,ALL,U-130,specialSituations,What is the move over law?,Move over when changing lanes,When approaching stopped emergency vehicles move over a lane if safe or slow down,Move over for school buses only,Move over when entering a highway,B,1,Move over laws require you to change lanes or slow down significantly when approaching stopped emergency vehicles with flashing lights on the roadside.
Universal,ALL,U-131,specialSituations,What should you do when approaching a railroad crossing with flashing lights or lowered gates?,Stop at least 15 feet from the tracks,Proceed if no train is visible,Speed up to cross before the train,Wait until the train is close then cross,A,0,When railroad signals are active stop at least 15 feet from the tracks. Do not cross until the lights stop and gates are fully raised.
Universal,ALL,U-132,specialSituations,If your vehicle stalls on railroad tracks what should you do?,Stay in the car and call for help,Get out immediately and move away from the tracks at an angle,Try to push the vehicle off the tracks,Restart the engine,B,1,If stalled on tracks get out immediately and move away from the tracks at an angle in the direction the train is coming from to avoid debris.
Universal,ALL,U-133,specialSituations,Never shift gears while crossing railroad tracks because,It is illegal,Your vehicle may stall on the tracks,It damages the transmission,It slows you down,B,1,Shifting gears while crossing tracks can cause your vehicle to stall leaving you in a dangerous position.
Universal,ALL,U-134,specialSituations,What should you do if you are blinded by oncoming headlights at night?,Flash your high beams,Look toward the right edge of the road,Stare at the headlights to adjust your eyes,Close one eye,B,1,If blinded by headlights look toward the right edge of the road. This helps you stay in your lane while avoiding the glare.
Universal,ALL,U-135,specialSituations,When driving in a work zone you should,Maintain your normal speed,Slow down and be prepared for sudden stops,Speed up to get through quickly,Change lanes frequently,B,1,In work zones slow down obey posted speed limits and be alert for workers equipment and changing traffic patterns.
Universal,ALL,U-136,specialSituations,Fines for traffic violations in work zones are typically,The same as other areas,Double or higher than normal,Lower than normal,Not enforced,B,1,Fines in work zones are often doubled or higher to protect workers and encourage drivers to pay attention.
Universal,ALL,U-137,specialSituations,What does it mean when a traffic signal has a flashing yellow arrow for left turns?,You must stop before turning,You may turn left but must yield to oncoming traffic and pedestrians,Left turns are prohibited,Protected left turn,B,1,A flashing yellow arrow means you may turn left but must yield to oncoming traffic and pedestrians. It is not a protected turn.
Universal,ALL,U-138,specialSituations,What should you do when approaching a funeral procession?,Cut through it if you are in a hurry,Yield and do not interrupt the procession,Honk to pass,Proceed as normal,B,1,Yield to funeral processions. Do not cut through or interrupt them. The lead vehicle may proceed through red lights but other drivers must yield.
